itemid,name,source_type,confidence,policy_hint,reason,path_family,file,line,context,auto_live_promotion
1155,handful_of_iron_sand,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,2024,"}, ||  ||                 drops = ||                 { ||                     { 2060, xi.item.FLINT_STONE             }, -- n=1480/7051, 95% CI +/-0.94pp ||                     { 1880, xi.item.PINCH_OF_SULFUR         }, -- n=1353/7051, 95% CI +/-0.91pp ||                     { 1600, xi.item.CHUNK_OF_IRON_ORE       }, -- n=1151/7051, 95% CI +/-0.85pp ||                     { 1200, xi.item.HANDFUL_OF_IRON_SAND    }, -- n= 864/7051, 95% CI +/-0.75pp ||                     { 1180, xi.item.PINCH_OF_BOMB_ASH       }, -- n= 850/7051, 95% CI +/-0.75pp ||                     {  770, xi.item.CHUNK_OF_ORPIMENT       }, -- n= 553/7051, 95% CI +/-0.62pp ||                     {  690, xi.item.BOMB_ARM                }, -- n= 497/7051, 95% CI +/-0.59pp ||                     {  290, xi.item.RED_ROCK                }, -- n= 205/7051, 95% CI +/-0.39pp ||                     {  180, xi.item.CHUNK_OF_DARKSTEEL_ORE  }, -- Special: rate goes down with each pool obtain and resets on zoning ||                     {  130, xi.item.CHUNK_OF_ADAMAN_ORE     }, -- Special: rate goes down with each pool obtain and resets on zoning ||                     {   20, xi.item.CHUNK_OF_ORICHALCUM_ORE }, -- Special: rate goes down with each pool obtain and resets on zoning",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Bubupp.lua,27,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Kakapp.lua,27,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.WYVERN_SKULL, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Kukupp.lua,46,"-- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.WORKBENCH, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Lalapp.lua,39,"-- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Lulupp.lua,60,"if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then ||         if progress == 0 or failed == 1 then ||             if trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) then -- first or second time trading correctly ||                 player:startEvent(219) ||             elseif ||                 trade:hasItemQty(xi.item.WORKBENCH, 1) or ||                 trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||                 trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||                 trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||                 trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||                 trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||                 trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||                 trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||                 trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||             then",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Mumupp.lua,55,"-- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Nenepp.lua,41,"-- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) ||",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Popopp.lua,27,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.WANDERING_BULB, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Roropp.lua,46,"-- 4599      Blackened Toad ||     -- 905       Wyvern Skull ||     -- 1147      Ancient Salt ||     -- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or",0
1157,handful_of_the_sands_of_silence,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Tatapp.lua,105,"-- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Bubupp.lua,28,"local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then ||         if progress == 5 or failed == 6 then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Kakapp.lua,28,"local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.WYVERN_SKULL, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then ||         if progress == 7 or failed == 8 then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Kukupp.lua,47,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.WORKBENCH, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Lalapp.lua,40,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Lulupp.lua,61,"if progress == 0 or failed == 1 then ||             if trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) then -- first or second time trading correctly ||                 player:startEvent(219) ||             elseif ||                 trade:hasItemQty(xi.item.WORKBENCH, 1) or ||                 trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||                 trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||                 trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||                 trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||                 trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||                 trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||                 trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||                 trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||             then ||                 player:startEvent(229)",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Mumupp.lua,56,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Nenepp.lua,42,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Popopp.lua,23,"-- 4599      Blackened Toad ||     -- 905       Wyvern Skull ||     -- 1147      Ancient Salt ||     -- 4600      Lucky Egg ||     local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.WANDERING_BULB, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Roropp.lua,50,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1158,wandering_bulb,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Kazham/npcs/Tatapp.lua,106,"local opoOpoAndIStatus = player:getQuestStatus(xi.questLog.OUTLANDS, xi.quest.id.outlands.THE_OPO_OPO_AND_I) ||     local progress = player:getCharVar('OPO_OPO_PROGRESS') ||     local failed = player:getCharVar('OPO_OPO_FAILED') ||     local goodtrade = trade:hasItemQty(xi.item.BLACKENED_TOAD, 1) ||     local badtrade = trade:hasItemQty(xi.item.BROKEN_MITHRAN_FISHING_ROD, 1) or ||         trade:hasItemQty(xi.item.WORKBENCH, 1) or ||         trade:hasItemQty(xi.item.HANDFUL_OF_THE_SANDS_OF_SILENCE, 1) or ||         trade:hasItemQty(xi.item.WANDERING_BULB, 1) or ||         trade:hasItemQty(xi.item.SET_OF_GIANT_FISH_BONES, 1) or ||         trade:hasItemQty(xi.item.TEN_OF_COINS_CARD, 1) or ||         trade:hasItemQty(xi.item.WYVERN_SKULL, 1) or ||         trade:hasItemQty(xi.item.ROCK_OF_ANCIENT_SALT, 1) or ||         trade:hasItemQty(xi.item.LUCKY_EGG, 1) ||  ||     if opoOpoAndIStatus == xi.questStatus.QUEST_ACCEPTED then",0
1163,lock_of_manticore_hair,MISSION_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,MISSION,scripts/missions/soa/4_1_1_Melvien_de_Malecroix.lua,21,"{ ||     nextMission = { xi.mission.log_id.SOA, xi.mission.id.soa.COURIER_CATASTROPHE }, || } ||  || local missionItems = || { ||     { xi.item.EFT_SKIN,                    5 }, ||     { xi.item.LOCK_OF_MANTICORE_HAIR,      4 }, ||     { xi.item.BUFFALO_HORN,                1 }, ||     { xi.item.SQUARE_OF_MANTICORE_LEATHER, 1 }, ||     { xi.item.SQUARE_OF_BUFFALO_LEATHER,   1 }, || } ||  || mission.sections = || {",0
